No,Prodi,Angkatan,Kabupaten Sekolah,Propinsi Sekolah,Jalur,Nilai Masuk,IPS 1,IPS 2,IPS 3,IPS 4,IPS 5,IPS 6,IPS 7,IPS 8,SKS 1,SKS 2,SKS 3,SKS 4,SKS 5,SKS 6,SKS 7,SKS 8,Poin,Lama TA,Tgl Masuk USD,Tgl Lulus,Lama Studi Bulan,Lama Studi
530,TE,2013,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,77.33,3.45,2.95,3.36,3.35,3.62,3.73,3.77,4,20,20,22,23,21,22,13,7,24,2,01/09/2013,31/07/2017,46,8
531,TE,2013,Cianjur,Jawa Barat,Jalur Prestasi Raport ,83.75,2.35,2.43,2.65,2.95,2.81,3.09,3.12,4,20,23,20,20,21,22,16,6,16,2,01/09/2013,31/07/2017,46,8
532,TE,2013,Wonosobo,Jawa Tengah,Jalur Prestasi Raport ,80.5,3.7,3.14,3.82,3.9,4,4,3.85,4,20,22,22,21,21,22,13,7,17,3,01/09/2013,31/08/2017,47,9
533,TE,2013,Cianjur,Jawa Barat,Jalur Prestasi Raport ,81.25,2.65,1.64,2.45,3.15,2.74,3.64,3.36,3.4,20,22,20,20,23,22,11,15,12,2,01/09/2013,31/07/2017,46,8
534,TE,2013,Lahat,Sumatera Selatan,Jalur Prestasi Raport ,75.92,3.2,2.68,3.23,3.26,3.42,3.9,3.54,4,20,22,22,23,24,20,13,4,18,2,01/09/2013,31/07/2017,46,8
535,TE,2013,Ujung Pandang/Makassar,Sulawesi Selatan,Jalur Prestasi Raport ,74.89,3.3,2.73,3.14,3.65,3.38,4,4,0,20,22,22,23,21,22,15,0,16,2,01/09/2013,28/02/2017,41,8
536,TE,2013,Banjar,Kalimantan Selatan,Jalur Prestasi Raport ,79.08,2.95,2.7,3.2,3.52,3.45,3.64,3.81,3.67,20,20,20,21,20,22,16,6,25,2,01/09/2013,31/07/2017,46,8
537,TE,2013,Gianyar,Bali,Jalur Prestasi Raport ,84.41,3.05,2.41,3.1,3.38,3.39,3.64,3.77,4,20,22,20,21,23,22,13,4,17,2,01/09/2013,31/07/2017,46,8
538,TE,2013,Sleman,Daerah Istimewa Yogyakarta,Jalur Kerjasama ,6.85,2.5,2.05,2.4,2.84,2.7,3.43,2.73,3.14,20,20,20,19,20,23,22,7,12,3,01/09/2013,31/01/2018,52,9
539,TE,2013,Denpasar,Bali,Jalur Prestasi Raport ,81.66,3,3.04,3.35,3.41,3.5,3.91,3.77,4,20,23,20,22,20,22,13,7,15,2,01/09/2013,31/05/2017,44,8
540,TE,2013,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur UNAS ,91.5,3.2,2.39,2.9,3.05,2.57,3.5,3.19,3,20,23,20,20,21,22,16,6,13,2,01/09/2013,31/07/2017,46,8
541,TE,2013,Paniai Nabire,Irian Jaya/ Papua,Gelombang  ,3.45,1.4,1.75,1.85,2.9,2.7,3,2.83,2.6,20,20,20,21,20,23,18,15,12,3,01/09/2013,31/08/2017,47,9
542,TE,2013,Purworejo,Jawa Tengah,Gelombang  ,6.3,2.6,2.61,2.65,3.15,2.91,3.23,3.53,3.33,20,23,20,20,23,22,15,9,14,3,01/09/2013,31/08/2017,47,9
543,TE,2013,Palangka Raya,Kalimantan Tengah,Jalur Prestasi Raport ,81.67,3.05,3.61,3.5,3.5,4,3.91,4,0,20,23,22,22,23,22,15,0,10,2,01/09/2013,28/02/2017,41,8
544,TE,2013,Ujung Pandang/Makassar,Sulawesi Selatan,Jalur UNAS ,83.8,3.8,3.26,3.4,3.64,3.3,4,3.79,4,20,23,20,22,20,22,14,4,19,2,01/09/2013,31/07/2017,46,8
545,TE,2013,Semarang,Jawa Tengah,Gelombang  ,7.7,2.5,2.61,2.95,3,3.19,3.58,3.19,3.43,20,23,20,20,21,24,16,7,13,2,01/09/2013,31/07/2017,46,8
546,TE,2013,Kebumen,Jawa Tengah,Gelombang  ,8.4,3.5,3.52,3.75,3.75,3.74,3.91,4,3.67,20,23,20,20,23,22,13,6,17,2,01/09/2013,31/07/2017,46,8
547,TE,2013,Bandar Lampung,Lampung,Gelombang  ,5.75,2.67,3.25,3.33,3.07,3.38,2.67,0,0,18,20,21,16,8,6,0,0,12,3,01/09/2013,31/08/2016,35,6
548,TE,2013,Ujung Pandang/Makassar,Sulawesi Selatan,Gelombang  ,7.1,3.35,3.45,3,3,4,0,0,0,20,20,8,11,4,0,0,0,11,3,01/09/2013,29/01/2016,28,5
549,TE,2013,Klaten,Jawa Tengah,Gelombang  ,3.5,2.2,1.7,2.48,3,2.65,3.42,2.93,2.77,20,20,23,21,23,24,15,13,10,2,01/09/2013,31/07/2017,46,8
550,TE,2013,Pekan Baru,Riau,Gelombang  ,4.6,3.15,2.48,2.6,3.18,3.17,3.23,3.31,3.33,20,23,20,22,24,22,13,9,12,2,01/09/2013,31/07/2017,46,8
551,TE,2013,Bekasi,Jawa Barat,Gelombang  ,5.2,2.6,1.9,2.3,3.22,3.08,3.27,2.9,3.78,20,20,20,23,24,22,10,9,11,2,01/09/2013,31/07/2017,46,8
552,TE,2013,Sorong,Irian Jaya/ Papua,Gelombang  ,3.7,1.9,1.8,2.43,3.3,2.87,3.25,2.6,2.44,20,20,23,23,23,24,20,16,22,3,01/09/2013,31/08/2017,47,9
553,TE,2013,Purwokerto,Jawa Tengah,Jalur UNAS ,75.75,3.6,3.35,3.25,3.5,3.48,3.55,3.54,3.33,20,23,20,20,21,22,13,9,15,3,01/09/2013,31/01/2018,52,9
554,TE,2013,Paniai Nabire,Irian Jaya/ Papua,Gelombang  ,5.7,2.55,1.85,2.29,2.65,2.55,2.86,2.5,2.67,20,20,21,20,20,22,22,6,11,5,01/09/2013,31/01/2019,64,11
555,TE,2013,Sorong,Irian Jaya/ Papua,Jalur UNAS ,86.91,3.15,2.96,3.09,3.4,3.76,3.79,3.75,3,20,23,22,20,21,24,24,4,13,2,01/09/2013,31/07/2017,46,8
556,TE,2013,MALAKA,Nusa Tenggara Timur,Gelombang  ,7.5,2.65,3,3,3.48,3.22,3.45,3.85,0,20,22,20,23,23,22,17,4,30,2,01/09/2013,31/07/2018,58,10
557,TE,2013,Medan,Sumatera Utara,Gelombang  ,8.45,2.8,2.8,2.05,2.43,2.29,2.67,0,0,20,20,20,21,16,15,5,0,12,7,01/09/2013,31/01/2019,64,11
558,TE,2013,Indragiri Hulu,Riau,Gelombang  ,7.55,3.3,3.09,3.35,3.1,3.71,3.86,4,4,20,23,20,20,21,22,13,6,13,2,01/09/2013,31/07/2017,46,8
559,TE,2013,Sikka,Nusa Tenggara Timur,Gelombang  ,3.05,2,2.2,2.35,2.76,3.1,3.58,3.28,3,20,20,23,21,21,24,18,7,12,2,01/09/2013,31/07/2017,46,8
560,TE,2013,Tabalong,Kalimantan Selatan,Jalur UNAS ,84.58,3.7,3.39,3.82,3.75,3.62,4,4,4,20,23,22,20,21,22,13,7,20,2,01/09/2013,31/07/2017,46,8
561,TE,2013,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur UNAS ,86.65,3.5,2.87,3,3.15,2.9,3.23,3.19,3.78,20,23,20,20,20,22,16,9,12,3,01/09/2013,31/08/2017,47,9
562,TE,2013,Surakarta,Jawa Tengah,Gelombang  ,6.05,2.3,2.4,2.5,2.29,3,0,0,0,20,20,16,7,4,0,0,0,11,3,01/09/2013,29/01/2016,28,5
563,TE,2013,Magelang,Jawa Tengah,Gelombang  ,7.2,2.71,2.91,3,2.4,3,0,3,0,21,23,10,11,6,0,4,0,10,4,01/09/2013,31/01/2017,40,7
564,TE,2013,Surakarta,Jawa Tengah,Gelombang  ,6.4,2.86,2.78,2.33,2.4,3.6,3,0,0,21,23,11,7,9,4,0,0,13,2,01/09/2013,29/04/2016,31,6
565,TE,2013,Surakarta,Jawa Tengah,Gelombang  ,6.4,2.82,2.75,2.67,2.71,0,3,0,0,22,20,11,7,4,4,0,0,10,3,01/09/2013,31/03/2016,30,5
566,TE,2013,Surakarta,Jawa Tengah,Gelombang  ,7.15,2.75,3.1,2.33,2.8,3,4,0,0,20,20,11,7,6,4,0,0,12,2,01/09/2013,29/04/2016,31,6
567,TE,2013,Surakarta,Jawa Tengah,Gelombang  ,6.9,2.68,2.48,2.67,1.88,0,2,0,3,22,23,11,10,4,5,0,6,10,8,01/09/2013,31/07/2019,70,12
568,TM,2013,Mimika,Irian Jaya/ Papua,Jalur Prestasi Raport ,82.23,2.85,2.74,2.77,3,2.89,3.89,3.54,4,20,23,22,22,18,19,17,7,20,2,01/09/2013,31/07/2017,46,8
569,TM,2013,Mimika,Irian Jaya/ Papua,Jalur Prestasi Raport ,79.13,3.3,3.17,2.41,2.7,3.38,3.57,3.65,4,20,23,22,20,21,21,17,4,18,1,01/09/2013,31/07/2017,46,8
570,TM,2013,Magelang,Jawa Tengah,Jalur Prestasi Raport ,73.85,3,2.48,2.5,2.65,3.1,3.52,3.06,3.67,20,23,20,23,20,21,16,6,17,1,01/09/2013,31/07/2017,46,8
571,TM,2013,Pekalongan,Jawa Tengah,Jalur Prestasi Raport ,71.42,2.1,2,3.37,2.5,2.85,3,3.05,2.27,20,21,19,20,20,20,21,15,10,3,01/09/2013,31/05/2018,56,10
572,TM,2013,OKU Timur (Ogan Komering Ulu Timur),Sumatera Selatan,Jalur Prestasi Raport ,77.33,2.6,2.65,2.64,2.52,3.14,3.48,3.06,3.33,20,23,22,23,21,21,17,10,10,2,01/09/2013,31/01/2018,52,9
573,TM,2013,Bantul,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,75.75,2.7,2.9,3.09,2.8,2.95,3.23,3.45,3,20,21,22,20,22,22,22,6,14,2,01/09/2013,31/01/2018,52,9
574,TM,2013,Sintang,Kalimantan Barat,Gelombang  ,6.3,1.6,2.11,1.65,2.28,2.45,3.12,1.53,2.54,20,19,20,18,20,19,15,13,10,5,01/09/2013,31/01/2020,76,13
575,TM,2013,Mimika,Irian Jaya/ Papua,Jalur Prestasi Raport ,81.8,3,3.04,3.23,3.32,3.43,3.67,3.38,4,20,23,22,22,21,21,17,4,13,2,01/09/2013,31/07/2017,46,8
576,TM,2013,Mimika,Irian Jaya/ Papua,Jalur UNAS ,77.75,2.8,2.96,2.82,2.85,2.86,3.76,3.05,4,20,23,22,20,21,21,21,4,12,1,01/09/2013,31/07/2017,46,8
577,TM,2013,Cirebon,Jawa Barat,Jalur Prestasi Raport ,72,2.8,3.22,3.48,3,3,3.05,3.27,4,20,23,23,22,20,21,15,4,10,2,01/09/2013,30/06/2017,45,8
578,TM,2013,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,82,3,3.43,3.7,2.95,3,3.35,3.09,4,20,23,23,22,20,23,11,4,10,1,01/09/2013,31/07/2017,46,8
579,TM,2013,Magelang,Jawa Tengah,Jalur Prestasi Raport ,73.04,2.75,3.33,3.05,2.85,3.1,3.55,3.13,3,20,21,22,20,20,22,15,7,16,2,01/09/2013,31/01/2018,52,9
580,TM,2013,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,78.9,3,3.04,3.04,3.09,3.15,3.26,2.92,4,20,23,23,22,20,21,17,6,15,2,01/09/2013,31/07/2017,46,8
581,TM,2013,Belu,Nusa Tenggara Timur,Jalur Kerjasama ,5,2.15,2.1,2.6,2.24,2.8,3.29,2.95,2.8,20,21,20,21,20,21,20,10,10,1,01/09/2013,31/07/2017,46,8
582,TM,2013,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,77.5,3.9,3.91,3.55,4,3.78,4,3.82,4,20,23,22,22,23,21,15,4,15,2,01/09/2013,30/06/2017,45,8
583,TM,2013,Surakarta,Jawa Tengah,Jalur UNAS ,75.45,2.3,2.71,2.68,3.3,3.42,3.43,3.57,4,20,21,22,23,24,21,14,4,16,1,01/09/2013,31/07/2017,46,8
584,TM,2013,Kutai Barat,Kalimantan Timur,Jalur Prestasi Raport ,87.08,3.7,3.67,2.96,3,3.57,3.35,3.67,0,20,24,24,22,23,20,6,4,10,3,01/09/2013,31/07/2018,58,10
585,TM,2013,Sorong,Irian Jaya/ Papua,Jalur Prestasi Raport ,81.75,2.65,2.17,2.4,2.6,2.44,2.86,2.19,2.71,20,23,20,20,18,21,16,11,10,4,01/09/2013,31/01/2019,64,11
586,TM,2013,Klaten,Jawa Tengah,Jalur UNAS ,81.25,2.35,3.19,2.8,2.3,3.1,3.45,2.41,2.09,20,21,20,20,20,20,22,11,11,1,01/09/2013,31/07/2017,46,8
587,TM,2013,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,77.4,3.7,3.13,3.4,3.18,3,3.43,3.57,0,20,23,20,22,22,21,14,4,11,2,01/09/2013,31/01/2018,52,9
588,TM,2013,Jember,Jawa Timur,Jalur Prestasi Raport ,83.08,3.9,3.52,3.52,3.18,2.9,3.67,3.64,4,20,23,23,22,20,21,15,4,15,2,01/09/2013,31/07/2017,46,8
589,TM,2013,Mimika,Irian Jaya/ Papua,Jalur Prestasi Raport ,78.1,2.6,2.9,2.5,3.15,3.05,3.61,3.3,2.64,20,21,22,20,20,23,20,11,22,1,01/09/2013,31/07/2017,46,8
590,TM,2013,Balikpapan,Kalimantan Timur,Jalur Prestasi Raport ,79.33,3,3.26,3.39,2.64,3.25,3.43,3.45,3,20,23,23,22,20,21,11,4,14,1,01/09/2013,31/07/2017,46,8
591,TM,2013,Balikpapan,Kalimantan Timur,Jalur Prestasi Raport ,85.75,3.25,3.83,3.78,2.92,3.45,3.25,3.82,4,20,23,23,24,22,24,11,4,10,1,01/09/2013,31/07/2017,46,8
592,TM,2013,Sragen,Jawa Tengah,Jalur UNAS ,75.6,3.15,2.91,3.28,2.74,2.86,3.1,3.3,3.5,20,23,18,23,22,21,20,8,21,1,01/09/2013,31/07/2017,46,8
593,TM,2013,Pringsewu,Lampung,Jalur Prestasi Raport ,72.85,1.9,2.38,2.85,2.45,2.85,3.05,3,4,20,21,20,20,20,21,18,6,10,2,01/09/2013,31/01/2018,52,9
594,TM,2013,Pangkal Pinang,Bangka Belitung,Jalur Prestasi Raport ,72,2.65,3.17,2.74,2.73,2.95,3.38,2.8,0,20,23,23,22,21,21,10,7,20,3,01/09/2013,31/07/2018,58,10
595,TM,2013,Purworejo,Jawa Tengah,Jalur Prestasi Raport ,72.25,2.85,2.96,3.35,3.18,3.35,3.39,3.83,0,20,23,20,22,20,23,16,4,17,3,01/09/2013,31/01/2018,52,9
596,TM,2013,Magelang,Jawa Tengah,Gelombang  ,6.45,3.1,2.96,3.05,2.65,3.25,3.14,3,3.2,20,23,20,23,20,21,15,9,11,2,01/09/2013,31/01/2018,52,9
597,TM,2013,Wonosobo,Jawa Tengah,Gelombang  ,7.15,3.45,3.78,3.35,3.77,3.4,3.79,3.88,4,20,23,20,22,20,19,16,6,11,2,01/09/2013,30/11/2017,50,9
598,TM,2013,Cirebon,Jawa Barat,Jalur Prestasi Raport ,73.3,2.4,3.58,3.59,3,3,3.21,3.25,2.44,20,19,22,21,22,24,16,9,19,2,01/09/2013,30/06/2017,45,8
599,TM,2013,Purworejo,Jawa Tengah,Jalur Prestasi Raport ,76.42,3.45,3.78,3.7,3.13,3.21,3.55,3.78,4,20,23,23,23,19,20,9,7,11,1,01/09/2013,31/07/2017,46,8
600,TM,2013,Bogor,Jawa Barat,Gelombang  ,8.35,3.9,3.65,3.35,3,2,2.67,3.18,0.5,20,23,20,22,20,21,17,8,19,2,01/09/2013,31/01/2018,52,9
601,TM,2013,Tegal,Jawa Tengah,Jalur UNAS ,72.33,2.8,2.48,2.9,3.09,2.5,3.35,3.42,2.43,20,23,20,23,20,23,19,11,12,6,01/09/2013,31/01/2020,76,13
602,TM,2013,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur UNAS ,75.82,2.85,2.95,2.5,2.67,3,3.1,3.15,3.22,20,21,22,21,22,21,20,13,9,2,01/09/2013,31/01/2018,52,9
603,TM,2013,Klaten,Jawa Tengah,Jalur Kerjasama ,6.25,3.09,2.67,2.18,3.14,3.06,3.24,0,0,22,24,22,21,16,21,0,0,12,1,01/09/2013,31/08/2016,35,6
604,TM,2013,OKU Timur (Ogan Komering Ulu Timur),Sumatera Selatan,Gelombang  ,6.3,3.45,3.61,3.57,3.26,3.11,3.73,3.6,4,20,23,23,23,19,22,10,4,11,1,01/09/2013,31/07/2017,46,8
605,TM,2013,Surakarta,Jawa Tengah,Gelombang  ,6.6,2.75,2.91,2.55,3,3,3.11,3.33,3.78,20,23,20,20,20,19,21,9,10,1,01/09/2013,31/07/2017,46,8
606,TM,2013,Surabaya,Jawa Timur,Jalur Prestasi Raport ,75.99,2.85,3.04,3.05,2.3,2.85,3.17,3.11,3.4,20,23,20,20,20,23,18,9,13,3,01/09/2013,30/04/2018,55,10
607,TM,2013,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,79.7,3.2,2.87,2.2,3.1,3.3,2.81,2.61,0,20,23,20,20,20,21,18,8,14,5,01/09/2013,30/09/2019,72,13
608,TM,2013,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,80.67,2.95,2.76,3.05,2.1,2.85,2.59,3,3,20,21,22,20,20,22,18,5,11,2,01/09/2013,30/04/2018,55,10
609,TM,2013,Sleman,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,71.75,3.45,3.13,3.06,2.77,3,3.35,3.59,3.13,20,23,20,22,20,23,21,15,10,2,01/09/2013,31/07/2017,46,8
610,TM,2013,Ambon,Maluku,Gelombang  ,3.1,2.45,1.9,2.65,2.4,3.2,3.3,2.38,2.4,20,21,20,20,20,23,16,5,17,5,01/09/2013,31/10/2019,73,13
611,TM,2013,Ketapang,Kalimantan Barat,Gelombang  ,4.9,3,2.76,2.86,3,3,3.43,3.6,4,20,21,22,20,18,23,20,4,12,1,01/09/2013,30/06/2017,45,8
612,TM,2013,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur UNAS ,71.05,3.15,3.43,2.92,2.85,2.77,3.29,3.67,3.62,20,21,24,20,22,21,18,12,13,2,01/09/2013,31/01/2018,52,9
613,TM,2013,Samarinda,Kalimantan Timur,Gelombang  ,6.6,3.7,3.52,2.78,3.09,3.04,3.79,3.45,4,20,23,23,22,24,19,20,4,15,1,01/09/2013,31/07/2017,46,8
614,TM,2013,Kediri,Jawa Timur,Gelombang  ,4.55,2.75,2.57,2.27,2,2.9,3.1,2.61,1.08,20,21,22,21,20,20,18,16,11,4,01/09/2013,31/01/2019,64,11
615,TM,2013,Klaten,Jawa Tengah,Jalur UNAS ,76,2.7,3.38,2.64,2.64,2.68,3.14,2.82,3.38,20,21,22,22,22,21,11,12,13,2,01/09/2013,31/01/2018,52,9
616,TM,2013,Klaten,Jawa Tengah,Jalur UNAS ,81.75,2.9,3.43,3.27,2.73,3,3.14,3.07,3,20,21,22,22,22,21,15,9,13,2,01/09/2013,31/01/2018,52,9
617,TM,2013,Bantul,Daerah Istimewa Yogyakarta,Gelombang  ,5.8,2.75,2.86,2.64,2.6,2.91,3.43,2.73,3.5,20,21,22,20,22,21,15,10,11,2,01/09/2013,31/01/2018,52,9
618,TM,2013,Manggarai,Nusa Tenggara Timur,Gelombang  ,5,1.7,1.79,1.4,2.05,2.65,2.78,2.23,2.62,20,19,20,19,20,23,22,16,14,5,01/09/2013,31/01/2020,76,13
619,TM,2013,Yogyakarta,Daerah Istimewa Yogyakarta,Gelombang  ,7.25,3.55,3.7,2.85,3.14,3,3.33,3.57,4,20,23,20,22,21,21,14,7,11,1,01/09/2013,31/07/2017,46,8
620,TM,2013,Bogor,Jawa Barat,Gelombang  ,5.75,2.96,3.09,3.75,2.95,0,0,0,0,24,23,20,21,0,0,0,0,10,3,01/09/2013,31/07/2015,22,5
621,TM,2013,Cilacap,Jawa Tengah,Gelombang  ,6.7,3.7,3.29,2.82,3,2.65,3.05,3.09,2.6,20,21,22,22,20,21,11,9,18,7,01/09/2013,30/07/2020,82,14
622,TM,2013,Toraja Utara,Sulawesi Selatan,Gelombang  ,5.25,3.55,3.17,3,2.77,2.75,3.42,3.33,4,20,23,22,22,20,19,15,7,11,2,01/09/2013,31/01/2018,52,9
623,TM,2013,Bengkulu,Bengkulu,Gelombang  ,5.2,3,3.29,2.77,2.59,2.85,3.26,2.85,2.36,20,21,22,22,20,19,13,15,22,2,01/09/2013,30/11/2017,50,9
624,TM,2013,Purworejo,Jawa Tengah,Gelombang  ,3.65,2.6,2.76,2.32,2.73,2.27,2.74,2.61,1.94,20,21,22,22,22,19,18,20,13,2,01/09/2013,31/01/2018,52,9
625,TM,2013,Balikpapan,Kalimantan Timur,Gelombang  ,5.05,2.65,2.95,1.16,2.33,3,3.18,3.52,3.06,20,21,22,21,22,22,23,16,14,1,01/09/2013,31/07/2017,46,8
626,TM,2013,Ketapang,Kalimantan Barat,Jalur Prestasi Raport ,72.08,2.55,2.86,3,2.91,3.08,3.22,3.6,0,20,21,22,22,24,23,20,0,10,2,01/09/2013,31/01/2017,40,8
627,TM,2013,Purworejo,Jawa Tengah,Jalur UNAS ,81.41,3.25,2.7,3.25,2.88,2.6,2.75,2.93,2.5,20,23,20,24,20,20,14,8,12,3,01/09/2013,31/07/2018,58,10
628,TM,2013,Semarang,Jawa Tengah,Jalur UNAS ,77.75,2.8,3.1,3.17,3.18,2.73,3.29,3.19,4,20,21,24,22,22,17,16,4,10,1,01/09/2013,31/07/2017,46,8
629,TM,2013,Sorong,Irian Jaya/ Papua,Jalur UNAS ,81.16,1.55,2.11,2.41,2.1,2.8,2.58,2.4,1.93,20,19,22,20,20,19,20,15,10,4,01/09/2013,30/07/2020,82,14
630,TM,2013,Bantul,Daerah Istimewa Yogyakarta,Gelombang  ,6.15,2.95,3.57,3.32,2.86,3,3.55,3.07,3.67,20,21,22,22,22,22,14,6,10,1,01/09/2013,31/07/2017,46,8
631,TM,2013,Purwokerto,Jawa Tengah,Jalur UNAS ,73.08,3,3.76,2.95,2.91,3.1,3.71,3.44,4,20,21,22,22,20,21,18,4,10,1,01/09/2013,31/07/2017,46,8
632,TM,2013,Landak,Kalimantan Barat,Gelombang  ,4.2,1.7,2.42,2.11,2.3,2.6,2.83,2.53,1.5,20,19,19,20,20,23,19,8,10,7,01/09/2013,30/07/2020,82,14
633,TM,2013,Landak,Kalimantan Barat,Gelombang  ,6.55,2.65,2.9,2.68,2.65,3,3.23,3.6,3.67,20,21,22,23,22,22,20,6,10,1,01/09/2013,31/07/2017,46,8
634,TM,2013,Tabalong,Kalimantan Selatan,Gelombang  ,5.9,3,2.7,3.55,2.91,3,3.62,3.5,4,20,23,20,22,22,24,22,4,16,2,01/09/2013,31/07/2017,46,8
635,TM,2013,Magelang,Jawa Tengah,Gelombang  ,3.6,2.2,2.71,2.77,3.11,3,2.3,3,2.38,20,21,22,18,22,23,20,12,11,3,01/09/2013,31/07/2018,58,10
636,TM,2013,Wonogiri,Jawa Tengah,Jalur UNAS ,75.27,2.7,3.24,3.25,2.4,2.85,3.32,2.78,2,20,21,24,20,20,19,18,12,10,2,01/09/2013,31/01/2018,52,9
637,TM,2013,Magelang,Jawa Tengah,Gelombang  ,6.1,2.65,2.52,2.95,2.64,3,2.73,3.1,2.5,20,21,22,22,22,22,21,14,11,2,01/09/2013,31/01/2018,52,9
638,TM,2013,Banjarmasin,Kalimantan Selatan,Gelombang  ,7.4,2.5,2.71,3.18,2.86,2.65,3.38,3.32,2.71,20,21,22,21,23,24,19,11,10,2,01/09/2013,31/01/2018,52,9
639,TM,2013,Bandar Lampung,Lampung,Gelombang  ,5.5,2.9,3.33,3.58,3.09,3.1,3.68,3.71,4,20,21,24,22,20,19,18,4,18,2,01/09/2013,30/06/2017,45,8
640,TM,2013,Yogyakarta,Daerah Istimewa Yogyakarta,Gelombang  ,5.1,2.75,2.95,3.59,2.95,3,3.67,3.31,4,20,21,22,20,22,21,20,4,12,2,01/09/2013,31/07/2017,46,8
641,TM,2013,Surabaya,Jawa Timur,Jalur UNAS ,87.35,2.55,2.86,2.91,2.3,3,3.04,3.42,3,20,21,22,20,22,24,23,12,11,2,01/09/2013,31/07/2017,46,8
642,TM,2013,Semarang,Jawa Tengah,Gelombang  ,6,2.2,3.14,3.5,2.1,2.68,3.09,2.92,3.1,20,21,22,20,22,22,13,14,12,3,01/09/2013,30/04/2018,55,10
643,TM,2013,Gunung Kidul,Daerah Istimewa Yogyakarta,Gelombang  ,6.25,2.45,3.38,3.14,2.61,2.77,3.22,3.06,4,20,21,22,18,22,23,20,7,14,6,01/09/2013,28/02/2020,77,14
644,TM,2013,Klaten,Jawa Tengah,Jalur UNAS ,82.9,3.35,3.24,3.42,2.3,3.1,3.25,3.33,0,20,21,24,20,20,20,18,4,10,2,01/09/2013,31/01/2018,52,9
645,TM,2013,Surakarta,Jawa Tengah,Jalur Kerjasama ,6.4,3.5,3.71,2.05,3.43,3.56,3.38,0,4,22,24,22,21,16,12,0,4,15,3,01/09/2013,28/02/2017,41,8
646,TM,2013,Surakarta,Jawa Tengah,Jalur Kerjasama ,6.45,3.82,4,3.73,3.75,4,4,0,0,22,24,22,24,10,7,0,0,14,1,01/09/2013,31/08/2016,35,6
647,TM,2013,Surakarta,Jawa Tengah,Jalur Kerjasama ,8.1,3.59,4,3.58,4,4,4,0,0,22,24,24,22,8,5,0,0,10,2,01/09/2013,29/07/2016,34,6
648,TM,2013,Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Jalur Kerjasama ,8.1,3.82,4,3.73,4,4,4,0,0,22,24,22,24,13,7,0,0,11,1,01/09/2013,31/08/2016,35,6
649,TI,2014,Barito Timur,Kalimantan Tengah,Gelombang  ,5.90,2.45,3.2,3.25,3.3,3.22,3.26,3.54,3.81,20,20,20,23,23,23,13,16,13,1,2014-09-01,2018-07-31,46,8
650,TI,2014,Badung,Bali,Jalur Prestasi Raport ,81.69,3.55,3.32,3.5,3.76,3.89,3.59,3.81,4.0,20,22,18,21,19,22,16,10,12,1,2014-09-01,2018-07-31,46,8
651,TI,2014,Sekadau,Kalimantan Barat,Jalur Prestasi Raport ,86.67,2.85,2.45,2.61,3.0,3.43,3.12,3.69,4.0,20,22,18,23,23,24,13,10,16,1,2014-09-01,2018-07-31,46,8
652,TI,2014,Sintang,Kalimantan Barat,Jalur Prestasi Raport ,79.33,3.1,3.32,2.9,2.86,3.19,3.48,3.58,3.0,20,22,20,21,21,23,19,7,10,1,2014-09-01,2020-01-31,64,11
653,TI,2014,Sanggau,Kalimantan Barat,Gelombang  ,5.60,2.2,2.05,2.33,2.6,2.86,2.76,1.33,1.91,20,20,18,20,21,21,21,11,10,1,2014-09-01,2019-07-31,58,10
654,TI,2014,Samarinda,Kalimantan Timur,Jalur Prestasi Raport ,84.90,2.0,2.2,2.2,2.59,3.0,3.14,2.86,4.0,20,20,20,22,23,21,22,9,12,1,2014-09-01,2018-07-31,46,8
655,TI,2014,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,80.35,2.0,2.1,1.5,2.05,2.4,1.72,0.94,1.47,20,20,18,20,20,18,21,17,11,1,2014-09-01,2020-01-31,64,11
656,TI,2014,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,80.16,3.15,3.32,3.06,2.95,3.11,3.05,3.48,0.0,20,22,18,21,19,20,21,0,10,1,2014-09-01,2020-01-31,64,11
657,TI,2014,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Kerjasama ,5.40,1.8,2.55,1.5,0.43,2.0,2.39,3.36,2.53,20,20,20,21,6,23,22,23,11,3,2014-09-01,2019-07-31,58,10
