No,Prodi,Angkatan,Kabupaten Sekolah,Propinsi Sekolah,Jalur,Nilai Masuk,IPS 1,IPS 2,IPS 3,IPS 4,IPS 5,IPS 6,IPS 7,IPS 8,SKS 1,SKS 2,SKS 3,SKS 4,SKS 5,SKS 6,SKS 7,SKS 8,Poin,Lama TA,Tgl Masuk USD,Tgl Lulus,Lama Studi Bulan,Lama Studi
658,TI,2014,Sambas,Kalimantan Barat,Jalur Prestasi Raport ,80.58,3.8,3.55,3.56,3.59,3.85,3.35,3.82,0.0,20,22,18,22,20,23,17,0,11,1,2014-09-01,2019-12-31,63,11
659,TI,2014,Bandar Lampung,Lampung,Jalur Prestasi Raport ,76.00,2.8,2.95,3.28,2.76,3.0,2.71,3.59,3.2,20,22,18,21,19,21,17,10,27,1,2014-09-01,2018-07-31,46,8
660,TI,2014,Semarang,Jawa Tengah,Jalur Ranking ,81.00,3.9,3.75,4.0,3.84,3.0,3.5,3.8,1.4,20,24,18,19,19,20,15,10,80,3,2014-09-01,2019-07-31,58,10
661,TI,2014,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur UNAS ,70.25,1.8,1.75,2.1,2.43,2.62,3.0,2.68,2.0,20,20,20,21,21,19,19,7,12,2,2014-09-01,2019-12-31,63,11
662,TI,2014,Pematang Siantar,Sumatera Utara,Jalur Prestasi Raport ,77.33,3.05,3.05,3.56,3.25,3.4,3.87,3.57,0.0,20,22,18,20,20,23,21,0,32,2,2014-09-01,2019-02-28,53,10
663,TI,2014,Gunung Kidul,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,77.06,2.5,2.27,2.8,2.82,3.27,2.91,2.94,2.0,20,22,20,22,22,22,16,6,15,1,2014-09-01,2019-01-31,52,9
664,TI,2014,Bantul,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,78.60,2.9,2.18,3.28,2.95,2.84,2.5,2.88,3.38,20,22,18,21,19,18,16,8,11,2,2014-09-01,2020-01-31,64,11
665,TI,2014,Klaten,Jawa Tengah,Jalur Prestasi Raport ,80.10,3.3,2.95,2.94,3.29,3.89,3.45,3.69,4.0,20,22,18,21,19,22,16,10,14,1,2014-09-01,2018-07-31,46,8
666,TI,2014,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,81.99,3.3,3.64,3.44,3.57,3.57,3.55,3.62,4.0,20,22,18,21,21,22,16,10,12,1,2014-09-01,2018-07-31,46,8
667,TI,2014,Sleman,Daerah Istimewa Yogyakarta,Gelombang  ,9.10,3.5,3.71,3.9,3.65,3.87,3.57,4.0,0.0,20,24,21,23,23,21,12,0,17,1,2014-09-01,2018-01-31,40,7
668,TI,2014,Bandar Lampung,Lampung,Jalur Prestasi Raport ,78.85,2.25,2.3,2.4,2.68,3.0,2.91,3.0,0.0,20,20,20,22,23,23,19,3,14,1,2014-09-01,2019-01-31,52,9
669,TI,2014,Banjarmasin,Kalimantan Selatan,Gelombang  ,6.20,2.4,2.1,2.39,1.9,2.89,1.91,3.06,1.11,20,20,18,20,19,22,17,19,20,1,2014-09-01,2020-07-30,70,12
670,TI,2014,Kapuas,Kalimantan Tengah,Jalur Prestasi Raport ,80.50,2.2,2.45,2.8,2.74,2.79,2.29,2.57,0.7,20,20,20,23,19,21,23,10,19,1,2014-09-01,2019-07-31,58,10
671,TI,2014,Prabumulih,Sumatera Selatan,Jalur Prestasi Raport ,84.16,2.05,2.35,2.15,2.52,2.86,2.64,3.14,3.4,20,20,20,21,21,22,22,10,10,1,2014-09-01,2020-01-31,64,11
672,TI,2014,Cirebon,Jawa Barat,Jalur Prestasi Raport ,78.06,3.6,3.38,3.06,3.0,3.39,3.87,4.0,0.0,20,24,18,21,23,23,11,0,18,1,2014-09-01,2018-10-31,49,9
673,TI,2014,Sleman,Daerah Istimewa Yogyakarta,Jalur Kerjasama ,8.10,3.0,3.05,2.67,3.15,3.15,3.11,2.67,2.0,20,22,18,20,20,19,21,3,11,1,2014-09-01,2019-07-31,58,10
674,TI,2014,Surakarta,Jawa Tengah,Jalur Kerjasama ,7.60,3.1,3.29,3.33,3.67,3.5,3.43,3.47,4.0,20,24,18,18,20,21,17,6,16,1,2014-09-01,2018-07-31,46,8
675,TI,2014,Ternate,Maluku Utara,Gelombang  ,4.00,2.05,2.2,2.78,2.5,3.45,2.69,3.0,1.9,20,20,18,22,22,16,21,10,11,1,2014-09-01,2019-07-31,58,10
676,TI,2014,Cilacap,Jawa Tengah,Jalur Prestasi Raport ,83.92,3.55,3.77,3.94,3.5,4.0,3.5,4.0,4.0,20,22,18,22,20,22,14,15,27,1,2014-09-01,2018-07-31,46,8
677,TI,2014,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,84.58,3.9,4.0,3.91,3.7,3.83,3.92,4.0,0.0,20,24,22,23,24,24,9,0,24,1,2014-09-01,2017-11-30,38,7
678,TI,2014,Metro,Lampung,Jalur Kerjasama ,5.70,2.2,2.0,2.15,2.2,2.23,2.3,0.0,2.8,20,20,20,20,22,20,0,15,14,1,2014-09-01,2020-01-31,64,11
679,TI,2014,Pangkal Pinang,Bangka Belitung,Jalur Prestasi Raport ,78.83,3.55,3.54,3.33,3.1,3.48,3.74,4.0,0.0,20,24,18,21,23,23,11,0,11,1,2014-09-01,2018-10-31,49,9
680,TI,2014,Sleman,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,78.75,3.15,3.42,3.39,3.28,3.05,2.5,2.68,2.0,20,24,18,18,20,22,19,3,15,1,2014-09-01,2020-07-30,70,12
681,TI,2014,Landak,Kalimantan Barat,Jalur Ranking ,82.75,3.45,3.75,3.72,3.63,3.52,3.74,3.62,0.0,20,24,18,19,21,23,13,0,23,1,2014-09-01,2018-09-28,48,9
682,TI,2014,Sukabumi,Jawa Barat,Jalur Ranking ,79.58,3.75,3.27,3.33,3.0,2.79,3.57,2.78,4.0,20,22,18,21,19,21,18,5,12,1,2014-09-01,2019-10-31,61,11
683,TI,2014,Sambas,Kalimantan Barat,Jalur UNAS ,71.16,3.0,3.79,3.67,3.5,4.0,3.75,3.82,4.0,20,24,18,20,23,20,17,9,15,1,2014-09-01,2018-07-31,46,8
684,TI,2014,Karangasem,Bali,Jalur UNAS ,81.91,3.25,3.54,3.39,3.1,3.68,3.7,3.82,4.0,20,24,18,21,22,20,17,3,22,1,2014-09-01,2018-09-28,48,9
685,TI,2014,Badung,Bali,Jalur Prestasi Raport ,83.25,2.45,3.05,3.1,3.32,3.0,2.92,3.65,4.0,20,20,20,22,23,24,17,6,13,1,2014-09-01,2019-01-31,52,9
686,TI,2014,Lahat,Sumatera Selatan,Jalur Prestasi Raport ,75.08,1.7,0.85,1.37,2.57,2.78,2.76,2.56,2.06,20,20,19,21,23,21,19,16,10,2,2014-09-01,2020-06-30,69,12
687,TI,2014,Yogyakarta,Daerah Istimewa Yogyakarta,Gelombang  ,6.30,2.2,2.6,2.75,2.39,3.14,3.14,2.11,2.18,20,20,20,23,21,21,18,11,13,1,2014-09-01,2020-01-31,64,11
688,TI,2014,Malang,Jawa Timur,Gelombang  ,6.90,2.85,2.27,2.6,2.45,2.72,3.0,3.11,2.5,20,22,20,22,18,21,19,6,12,1,2014-09-01,2019-01-31,52,9
689,TI,2014,Natuna,Riau,Gelombang  ,4.90,2.65,2.95,3.0,3.23,3.78,3.74,3.82,3.33,20,22,18,22,23,23,17,9,12,1,2014-09-01,2018-07-31,46,8
690,TI,2014,Lampung Selatan,Lampung,Gelombang  ,6.10,2.4,2.85,3.48,3.27,2.94,3.63,3.1,3.5,20,20,21,22,18,19,21,12,12,1,2014-09-01,2019-07-31,58,10
691,TI,2014,Purwokerto,Jawa Tengah,Gelombang  ,5.70,2.55,2.5,2.25,2.67,2.68,3.18,3.24,3.55,20,22,20,21,19,22,21,20,13,1,2014-09-01,2018-07-31,46,8
692,TI,2014,Manggarai Barat,Nusa Tenggara Timur,Gelombang  ,5.70,2.45,3.0,2.09,2.9,2.88,1.76,1.42,2.46,20,20,23,20,17,21,19,13,13,1,2014-09-01,2019-07-31,58,10
693,TI,2014,Kota Waringin Timur,Kalimantan Tengah,Gelombang  ,7.40,2.2,2.85,3.14,3.41,2.28,3.32,2.5,3.1,20,20,21,22,18,19,22,10,12,1,2014-09-01,2019-07-31,58,10
694,TI,2014,Wonosobo,Jawa Tengah,Jalur UNAS ,78.08,2.25,2.25,2.3,2.67,2.05,2.71,2.1,1.55,20,20,20,21,19,21,20,13,10,2,2014-09-01,2020-08-31,71,13
695,TI,2014,Jakarta Timur,Daerah Khusus Ibukota Jakarta,Gelombang  ,7.60,2.5,2.95,3.61,3.05,3.13,3.38,3.79,4.0,20,22,18,20,23,24,14,9,12,1,2014-09-01,2018-07-31,46,8
696,TI,2014,Palembang,Sumatera Selatan,Gelombang  ,6.20,2.9,3.0,3.17,3.62,3.55,3.32,3.81,3.4,20,22,18,21,22,22,16,10,11,1,2014-09-01,2018-07-31,46,8
697,TI,2014,Blitar,Jawa Timur,Gelombang  ,6.20,1.65,2.45,2.28,3.15,3.04,3.0,2.96,1.5,20,20,18,20,24,23,23,6,13,1,2014-09-01,2019-01-31,52,9
698,TI,2014,Pontianak,Kalimantan Barat,Gelombang  ,6.10,2.35,2.65,3.17,2.65,2.59,3.05,3.26,0.0,20,20,18,23,22,22,23,3,17,1,2014-09-01,2019-01-31,52,9
699,TI,2014,Lampung Utara,Lampung,Gelombang  ,4.90,1.8,1.75,2.22,3.05,3.04,2.95,3.22,3.36,20,20,18,21,23,21,18,14,10,1,2014-09-01,2018-07-31,46,8
700,TI,2014,Medan,Sumatera Utara,Jalur UNAS ,86.75,2.8,3.27,2.38,3.48,3.52,3.61,3.87,0.0,20,22,21,21,23,23,15,0,15,1,2014-09-01,2019-01-31,52,9
701,TI,2014,Sanggau,Kalimantan Barat,Jalur UNAS ,72.08,2.5,3.14,3.0,2.9,3.32,3.23,3.81,4.0,20,22,18,21,22,22,16,6,19,1,2014-09-01,2018-07-31,46,8
702,TI,2014,Ende,Nusa Tenggara Timur,Gelombang  ,6.70,2.75,3.23,2.61,2.86,3.22,3.61,3.73,0.0,20,22,18,21,23,23,15,0,12,1,2014-09-01,2019-07-31,58,10
703,TI,2014,Padang,Sumatera Barat,Gelombang  ,5.60,2.45,2.9,2.35,2.8,2.18,1.9,2.12,2.2,20,20,20,20,22,20,17,10,16,1,2014-09-01,2020-07-30,70,12
704,TI,2014,Pematang Siantar,Sumatera Utara,Gelombang  ,5.70,2.45,2.8,2.72,2.57,3.59,3.62,3.8,4.0,20,20,18,21,22,24,15,10,11,1,2014-09-01,2018-07-31,46,8
705,TI,2014,Denpasar,Bali,Jalur UNAS ,87.08,2.55,3.0,2.94,3.0,3.18,3.13,3.73,0.0,20,22,18,21,22,23,15,0,13,1,2014-09-01,2019-01-31,52,9
706,TI,2014,Sragen,Jawa Tengah,Gelombang  ,6.40,2.85,2.45,2.25,2.38,3.09,2.15,1.93,0.5,20,22,20,21,22,20,14,8,12,1,2014-09-01,2020-07-30,70,12
707,TI,2014,Yogyakarta,Daerah Istimewa Yogyakarta,Gelombang  ,6.00,2.95,2.91,3.28,3.19,3.27,3.18,3.5,0.0,20,22,18,21,22,22,16,0,12,2,2014-09-01,2020-01-31,64,11
708,TI,2014,Surakarta,Jawa Tengah,Gelombang  ,9.30,3.85,3.45,3.2,2.96,3.24,3.72,4.0,4.0,20,22,20,23,21,18,14,9,10,1,2014-09-01,2018-07-31,46,8
709,TI,2014,Lampung Utara,Lampung,Jalur UNAS ,76.33,3.6,3.64,4.0,3.67,3.74,3.64,4.0,4.0,20,22,18,21,19,22,16,10,21,1,2014-09-01,2018-07-31,46,8
710,TI,2014,Padang,Sumatera Barat,Gelombang  ,6.80,3.5,3.32,4.0,3.3,3.2,3.1,3.18,3.33,20,22,18,20,20,21,17,9,15,1,2014-09-01,2018-07-31,46,8
711,MAT,2014,Sleman,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,77.50,2.16,1.95,1.35,1.72,2.3,2.4,2.71,2.85,19,20,20,18,20,20,21,23,11,3,2014-09-01,2019-07-31,58,10
712,MAT,2014,Purworejo,Jawa Tengah,Jalur Prestasi Raport ,78.16,2.16,3.8,2.54,2.33,2.95,2.57,3.59,3.4,19,20,24,21,20,21,23,15,23,2,2014-09-01,2018-07-31,46,8
713,MAT,2014,Bandung,Jawa Barat,Gelombang  ,8.90,3.26,3.14,3.42,2.75,4.0,3.39,3.57,4.0,19,22,24,24,19,23,20,6,21,2,2014-09-01,2018-06-29,45,8
714,MAT,2014,Karawang,Jawa Barat,Jalur Prestasi Raport ,83.50,3.84,4.0,3.62,3.5,3.53,3.48,4.0,0.0,19,22,24,22,19,23,15,6,16,3,2014-09-01,2019-01-31,52,9
715,MAT,2014,Manggarai Barat,Nusa Tenggara Timur,Jalur Ranking ,88.92,3.21,3.0,2.58,2.5,3.65,3.25,3.4,4.0,19,22,24,22,20,24,21,13,21,2,2014-09-01,2018-07-31,46,8
716,MAT,2014,Kupang,Nusa Tenggara Timur,Jalur UNAS ,82.75,2.16,1.9,1.35,1.47,2.62,2.73,2.82,2.8,19,20,20,19,21,22,22,23,22,4,2014-09-01,2020-01-31,64,11
717,MAT,2014,Balikpapan,Kalimantan Timur,Jalur Prestasi Raport ,79.42,4.0,3.82,3.92,3.73,4.0,3.61,4.0,4.0,19,22,24,22,19,23,15,6,18,2,2014-09-01,2018-04-30,43,8
718,MAT,2014,Manggarai,Nusa Tenggara Timur,Jalur Prestasi Raport ,85.25,2.53,2.5,1.86,1.84,2.4,2.48,2.76,3.21,19,22,22,19,20,21,21,22,20,3,2014-09-01,2019-03-29,54,10
719,MAT,2014,Bengkalis,Riau,Gelombang  ,5.60,2.26,1.5,1.2,1.33,2.1,2.6,2.09,2.1,19,20,20,18,21,20,22,23,15,3,2014-09-01,2019-03-29,54,10
720,MAT,2014,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,78.92,3.0,2.77,1.82,1.84,2.25,2.3,2.53,2.44,19,22,22,19,16,20,21,22,10,2,2014-09-01,2019-03-29,54,10
721,MAT,2014,Lebak,Jawa Barat,Jalur Prestasi Raport ,81.33,3.21,3.91,2.46,3.52,3.41,3.27,3.88,3.6,19,22,24,21,22,22,22,10,26,2,2014-09-01,2018-07-31,46,8
722,MAT,2014,Palangka Raya,Kalimantan Tengah,Jalur Prestasi Raport ,83.42,3.26,3.64,3.83,3.36,3.79,3.92,4.0,4.0,19,22,24,22,19,24,17,6,15,2,2014-09-01,2018-07-31,46,8
723,MAT,2014,Sorong,Irian Jaya/ Papua,Gelombang  ,7.60,3.16,3.14,2.79,1.36,3.1,2.42,2.07,1.75,19,22,24,22,21,24,21,18,23,2,2014-09-01,2019-07-31,58,10
724,MAT,2014,Pati,Jawa Tengah,Jalur Prestasi Raport ,78.91,2.32,2.1,1.75,1.74,2.57,2.09,3.3,2.35,19,20,20,19,21,22,20,23,22,3,2014-09-01,2019-07-31,58,10
725,MAT,2014,Sukabumi,Jawa Barat,Jalur Prestasi Raport ,74.25,2.26,2.4,2.6,2.5,3.48,2.87,3.33,2.67,19,20,20,22,21,23,21,15,14,2,2014-09-01,2019-07-31,58,10
726,TE,2014,Tanah Laut,Kalimantan Selatan,Jalur Prestasi Raport ,79.60,1.5,1.9,2.3,3.05,2.35,2.05,2.38,1.5,20,20,20,20,23,21,21,10,13,5,2014-09-01,2020-01-31,64,11
727,TE,2014,Klaten,Jawa Tengah,Jalur Prestasi Raport ,73.35,2.65,2.32,2.5,3.3,3.04,3.13,2.94,3.0,20,22,20,20,23,23,16,6,12,3,2014-09-01,2019-01-31,52,9
728,TE,2014,Samarinda,Kalimantan Timur,Jalur Prestasi Raport ,80.58,2.65,2.82,2.95,3.45,2.64,2.88,3.19,3.0,20,22,22,20,22,24,16,13,14,3,2014-09-01,2019-01-31,52,9
729,TE,2014,Luwu Timur,Sulawesi Selatan,Jalur Prestasi Raport ,78.58,2.8,2.64,3.32,3.73,3.1,3.68,3.55,3.0,20,22,19,22,21,22,11,7,25,2,2014-09-01,2018-07-31,46,8
730,TE,2014,Cilacap,Jawa Tengah,Jalur Prestasi Raport ,82.42,3.8,3.05,3.84,3.86,3.57,3.77,3.79,0.0,20,22,19,22,21,22,14,4,24,3,2014-09-01,2018-10-31,49,9
731,TE,2014,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,78.75,3.1,3.0,3.63,3.68,3.38,3.18,3.57,4.0,20,22,19,22,21,22,14,7,14,5,2014-09-01,2020-01-31,64,11
732,TE,2014,Ogan Komering Ulu,Sumatera Selatan,Gelombang  ,5.75,2.6,2.86,3.16,3.18,3.36,3.55,3.31,4.0,20,22,19,22,22,22,13,4,11,3,2014-09-01,2018-08-31,47,9
733,TE,2014,Semarang,Jawa Tengah,Gelombang  ,6.55,2.3,2.7,3.43,3.18,3.22,3.0,3.38,3.0,20,20,21,22,23,24,16,7,22,3,2014-09-01,2018-10-31,49,9
734,TE,2014,Jayapura,Irian Jaya/ Papua,Jalur Kerjasama ,3.85,2.3,2.6,2.4,3.27,2.43,2.29,2.91,3.1,20,20,20,22,23,21,22,10,16,3,2014-09-01,2018-10-31,49,9
735,TE,2014,Lebak,Jawa Barat,Jalur Prestasi Raport ,78.42,2.65,2.68,3.42,3.64,3.48,3.55,3.57,0.0,20,22,19,22,21,22,14,4,22,3,2014-09-01,2018-10-31,49,9
736,TE,2014,Selayar,Sulawesi Selatan,Gelombang  ,5.70,2.3,1.9,1.76,2.95,2.36,2.26,2.55,3.0,20,20,21,19,22,19,20,16,11,4,2014-09-01,2020-07-30,70,12
737,TE,2014,Sleman,Daerah Istimewa Yogyakarta,Gelombang  ,5.25,2.45,2.85,1.82,3.45,2.57,3.52,2.95,0.0,20,20,22,20,23,21,21,4,15,3,2014-09-01,2019-01-31,52,9
738,TE,2014,Klaten,Jawa Tengah,Jalur Prestasi Raport ,71.19,2.15,2.05,2.1,3.16,2.3,2.3,2.12,3.2,20,20,20,19,23,20,17,14,12,2,2014-09-01,2019-02-28,53,10
739,TE,2014,Ketapang,Kalimantan Barat,Jalur Kerjasama ,6.65,2.85,2.68,3.53,3.45,3.08,3.0,3.64,0.0,20,22,19,22,24,22,14,4,26,3,2014-09-01,2018-10-31,49,9
740,TE,2014,Klaten,Jawa Tengah,Gelombang  ,6.05,2.81,2.96,2.74,3.13,3.27,0.0,0.0,0.0,64,23,23,23,11,0,0,0,11,3,2014-09-01,2017-02-28,29,6
741,TE,2014,Tana Toraja,Sulawesi Selatan,Gelombang  ,6.75,2.6,2.77,2.68,2.8,3.41,3.04,2.69,2.77,20,22,22,20,22,24,16,15,10,2,2014-09-01,2019-02-28,53,10
742,TE,2014,Magelang,Jawa Tengah,Jalur Prestasi Raport ,80.08,2.55,2.4,2.71,3.63,2.88,2.63,2.85,2.27,20,20,17,19,24,19,13,18,14,5,2014-09-01,2019-12-31,63,11
743,TE,2014,Semarang,Jawa Tengah,Jalur Prestasi Raport ,82.91,2.95,2.91,3.57,3.68,3.27,3.22,3.69,3.11,20,22,21,22,22,23,13,9,11,3,2014-09-01,2018-08-31,47,9
744,TE,2014,Purworejo,Jawa Tengah,Gelombang  ,6.65,3.5,3.5,3.89,3.86,3.71,3.73,4.0,0.0,20,22,19,22,21,22,14,4,11,3,2014-09-01,2018-10-31,49,9
745,TE,2014,Bantul,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,78.50,3.05,3.23,3.53,3.59,3.52,3.91,3.79,3.0,20,22,19,22,23,22,14,7,19,3,2014-09-01,2018-11-30,50,9
746,TE,2014,Sleman,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,79.92,3.35,3.59,3.42,3.5,3.38,3.33,3.08,3.5,20,22,19,22,21,24,13,10,12,3,2014-09-01,2019-01-31,52,9
747,TE,2014,Samarinda,Kalimantan Timur,Jalur Prestasi Raport ,79.67,3.15,3.05,3.16,3.54,3.17,3.26,3.19,4.0,20,22,19,24,24,23,16,7,12,3,2014-09-01,2018-10-31,49,9
748,TE,2014,Cilegon,Banten,Jalur Prestasi Raport ,81.83,2.8,3.05,4.0,3.68,0.0,3.27,3.36,3.0,20,22,19,22,0,22,22,11,14,3,2014-09-01,2019-05-31,56,9
749,TE,2014,Madiun,Jawa Timur,Jalur Prestasi Raport ,79.83,2.6,2.59,2.68,3.36,2.86,3.09,3.43,0.0,20,22,19,22,21,22,14,4,12,3,2014-09-01,2018-11-30,50,9
750,TE,2014,Fakfak,Irian Jaya/ Papua,Gelombang  ,5.60,2.5,3.15,2.95,3.23,2.96,2.86,3.16,3.12,20,20,19,22,23,22,19,12,12,3,2014-09-01,2018-11-30,50,9
751,TE,2014,Barito Timur,Kalimantan Tengah,Gelombang  ,4.20,1.75,1.85,2.18,2.85,2.48,3.05,2.17,2.69,20,20,22,20,21,22,18,17,13,3,2014-09-01,2019-01-31,52,9
752,TE,2014,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur UNAS ,70.75,2.65,2.45,2.64,2.82,2.25,2.75,2.53,2.67,20,22,22,22,20,20,17,13,12,2,2014-09-01,2019-07-31,58,10
753,TE,2014,Mimika,Irian Jaya/ Papua,Gelombang  ,4.80,2.05,2.1,2.23,3.05,2.6,2.59,2.79,2.0,20,20,22,22,20,22,19,11,14,5,2014-09-01,2020-01-31,64,11
754,TE,2014,Magelang,Jawa Tengah,Jalur UNAS ,72.33,2.65,2.77,2.91,3.41,3.33,3.27,2.62,4.0,20,22,22,22,18,22,13,9,13,3,2014-09-01,2019-01-31,52,9
755,TE,2014,Bengkulu  Utara,Bengkulu,Gelombang  ,5.50,2.0,2.8,3.05,3.18,3.09,3.0,2.95,3.0,20,20,22,22,23,22,19,9,11,3,2014-09-01,2019-01-31,52,9
756,TE,2014,Jakarta Timur,Daerah Khusus Ibukota Jakarta,Jalur UNAS ,71.08,2.8,2.86,3.21,3.32,3.17,3.3,3.36,3.0,20,22,19,22,23,20,14,7,11,3,2014-09-01,2018-10-31,49,9
757,TE,2014,Mimika,Irian Jaya/ Papua,Gelombang  ,4.05,2.25,2.2,2.68,2.95,2.9,3.0,2.62,3.0,20,20,22,22,20,22,16,11,11,3,2014-09-01,2019-01-31,52,9
758,TE,2014,Manggarai Barat,Nusa Tenggara Timur,Gelombang  ,4.55,2.15,2.1,2.23,2.6,2.48,2.68,1.94,2.82,20,20,22,20,23,22,18,11,11,2,2014-09-01,2019-07-31,58,10
759,TE,2014,Sorong,Irian Jaya/ Papua,Gelombang  ,3.80,2.6,3.0,2.77,3.32,3.17,3.0,2.88,2.25,20,20,22,22,23,22,16,12,11,3,2014-09-01,2019-01-31,52,9
760,TE,2014,Pontianak,Kalimantan Barat,Jalur UNAS ,75.25,3.35,3.82,3.89,3.75,3.71,3.75,3.87,0.0,20,22,19,24,24,20,15,0,13,1,2014-09-01,2018-01-31,40,7
761,TE,2014,Batam,Kepulauan Riau,Gelombang  ,6.85,2.45,2.8,3.0,3.12,2.65,3.0,3.12,1.5,20,20,22,24,23,22,16,10,20,3,2014-09-01,2019-01-31,52,9
762,TE,2014,Sleman,Daerah Istimewa Yogyakarta,Jalur UNAS ,75.33,3.5,3.23,2.95,3.32,3.17,3.64,3.4,4.0,20,22,19,22,23,22,20,7,12,3,2014-09-01,2018-10-31,49,9
763,TE,2014,Klaten,Jawa Tengah,Gelombang  ,7.05,2.4,2.87,2.87,3.35,3.38,0.0,0.0,0.0,25,23,23,23,13,0,0,0,15,3,2014-09-01,2017-02-28,29,6
764,TE,2014,Klaten,Jawa Tengah,Gelombang  ,4.70,2.46,3.0,3.09,3.0,3.27,0.0,0.0,0.0,24,23,23,23,11,0,0,0,10,3,2014-09-01,2017-02-28,29,6
765,TE,2014,Yogyakarta,Daerah Istimewa Yogyakarta,Gelombang  ,5.85,2.17,2.22,2.7,3.22,3.33,3.0,0.0,0.0,24,23,23,23,9,4,0,0,10,3,2014-09-01,2017-07-31,34,6
766,TE,2014,Magelang,Jawa Tengah,Gelombang  ,5.15,2.25,2.61,2.61,3.13,3.54,0.0,0.0,0.0,24,23,23,23,13,0,0,0,10,3,2014-09-01,2017-07-31,34,6
767,TE,2014,Sleman,Daerah Istimewa Yogyakarta,Gelombang  ,5.70,3.29,3.22,3.74,3.61,4.0,0.0,0.0,0.0,24,23,23,23,11,0,0,0,15,3,2014-09-01,2017-01-31,28,6
768,TE,2014,Surakarta,Jawa Tengah,Gelombang  ,6.85,2.29,2.87,3.35,3.39,3.64,0.0,0.0,0.0,24,23,23,23,11,0,0,0,15,3,2014-09-01,2017-02-28,29,6
769,TE,2014,Gianyar,Bali,Jalur UNAS ,91.16,3.65,3.82,3.89,3.88,3.79,3.6,4.0,4.0,20,22,19,24,24,20,11,7,23,2,2014-09-01,2018-07-31,46,8
770,TE,2014,Magelang,Jawa Tengah,Gelombang  ,6.15,2.08,2.09,2.87,3.26,4.0,2.0,0.0,0.0,24,23,23,23,11,3,0,0,11,3,2014-09-01,2017-07-31,34,6
771,TE,2014,Cilacap,Jawa Tengah,Gelombang  ,6.45,3.5,3.7,3.61,3.39,4.0,0.0,0.0,0.0,31,23,23,23,11,0,0,0,10,3,2014-09-01,2017-02-28,29,6
772,TE,2014,Tangerang,Banten,Jalur Prestasi Raport ,77.75,3.15,3.23,3.42,3.45,3.65,3.25,3.37,4.0,20,22,19,22,23,20,19,7,29,3,2014-09-01,2018-10-31,49,9
773,TE,2014,Bengkulu,Bengkulu,Gelombang  ,5.05,2.8,2.82,2.91,3.36,3.0,3.09,3.45,4.0,20,22,22,22,24,22,11,4,23,2,2014-09-01,2018-07-31,46,8
774,TE,2014,Klaten,Jawa Tengah,Gelombang  ,6.15,2.73,2.78,3.0,3.13,3.27,0.0,0.0,0.0,64,23,23,23,11,0,0,0,12,3,2014-09-01,2017-02-28,29,6
775,TE,2014,Tapanuli Tengah,Sumatera Utara,Gelombang  ,5.10,2.75,2.73,2.84,3.18,3.0,2.82,3.43,3.0,20,22,19,22,23,22,14,7,25,2,2014-09-01,2019-02-28,53,10
776,TE,2014,Surakarta,Jawa Tengah,Jalur Kerjasama ,8.30,3.1,3.2,3.63,3.14,3.43,3.36,3.38,4.0,20,20,19,22,23,22,16,4,14,3,2014-09-01,2018-08-31,47,9
777,TE,2014,Bantul,Daerah Istimewa Yogyakarta,Jalur UNAS ,73.16,3.1,2.67,2.19,2.95,2.55,3.0,2.86,3.3,20,21,21,19,22,22,21,14,10,2,2014-09-01,2019-06-28,57,10
778,TM,2014,Purworejo,Jawa Tengah,Gelombang  ,6.55,4.0,3.62,3.82,3.52,3.91,3.71,3.78,0.0,20,24,22,21,22,17,18,0,14,1,2014-09-01,2018-01-31,40,7
779,TM,2014,Bantul,Daerah Istimewa Yogyakarta,Gelombang  ,6.15,2.5,2.76,2.95,2.32,3.17,2.68,3.28,4.0,20,21,22,22,18,22,18,4,12,1,2014-09-01,2018-07-31,46,8
780,TM,2014,Metro,Lampung,Jalur Prestasi Raport ,78.92,2.75,3.0,3.12,2.5,3.24,3.27,3.27,3.5,20,21,24,24,21,22,11,8,15,1,2014-09-01,2018-07-31,46,8
781,TM,2014,Pontianak,Kalimantan Barat,Jalur Kerjasama ,5.30,2.45,2.62,1.82,2.47,2.67,2.05,1.53,2.19,20,21,22,19,21,22,19,16,10,2,2014-09-01,2019-07-31,58,10
782,TM,2014,Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Jalur Prestasi Raport ,70.75,3.8,3.91,3.58,3.29,3.36,3.65,3.73,0.0,20,23,24,24,22,20,11,0,16,1,2014-09-01,2018-01-31,40,7
